,person,dept,eow,cause,cause_short,date,year,canine,dept_name,state
22575,Sergeant Charles Kerry Mitchum,"Loxley Police Department, AL","EOW: Monday, January 26, 2015",Cause of Death: Automobile accident,Automobile accident,2015-01-26,2015,False,Loxley Police Department, AL
22576,Patrolman Roger Monroe Odell,"Town Creek Police Department, AL","EOW: Wednesday, January 28, 2015",Cause of Death: Heart attack,Heart attack,2015-01-28,2015,False,Town Creek Police Department, AL
22577,Deputy Sheriff Rodney Condall,"Orleans Parish Sheriff's Office, LA","EOW: Wednesday, January 28, 2015",Cause of Death: Heart attack,Heart attack,2015-01-28,2015,False,Orleans Parish Sheriff's Office, LA
22578,Detective Michael Lynn Starrett,"Jacksboro Police Department, TN","EOW: Friday, January 30, 2015",Cause of Death: Automobile accident,Automobile accident,2015-01-30,2015,False,Jacksboro Police Department, TN
22579,Trooper Nicholas Glenn Dees,"Oklahoma Highway Patrol, OK","EOW: Saturday, January 31, 2015",Cause of Death: Struck by vehicle,Struck by vehicle,2015-01-31,2015,False,Oklahoma Highway Patrol, OK
22580,Police Officer Peter D. Ciaccio,"New York City Police Department, NY","EOW: Thursday, February 12, 2015",Cause of Death: 9/11 related illness,9/11 related illness,2015-02-12,2015,False,New York City Police Department, NY
22581,"Police Officer III Siegfred D. R. ""Dove"" Mortera","Guam Police Department, GU","EOW: Saturday, February 14, 2015",Cause of Death: Heart attack,Heart attack,2015-02-14,2015,False,Guam Police Department, GU
22582,Captain Neville Stanley Kealii Colburn,"Honolulu Police Department, HI","EOW: Monday, February 23, 2015",Cause of Death: Heart attack,Heart attack,2015-02-23,2015,False,Honolulu Police Department, HI
22583,Special Agent William C. Sheldon,"United States Department of Justice - Bureau of Alcohol, Tobacco, Firearms and Explosives, US","EOW: Monday, March 2, 2015",Cause of Death: 9/11 related illness,9/11 related illness,2015-03-02,2015,False,"United States Department of Justice - Bureau of Alcohol, Tobacco, Firearms and Explosives", US
22584,Detective Terence Avery Green,"Fulton County Police Department, GA","EOW: Wednesday, March 4, 2015",Cause of Death: Gunfire,Gunfire,2015-03-04,2015,False,Fulton County Police Department, GA
22585,Lieutenant Clifford Scott Travis,"Bullitt County Detention Center, KY","EOW: Thursday, March 5, 2015",Cause of Death: Heart attack,Heart attack,2015-03-05,2015,False,Bullitt County Detention Center, KY
22586,"Sergeant Robert Francis Wilson, III","Philadelphia Police Department, PA","EOW: Thursday, March 5, 2015",Cause of Death: Gunfire,Gunfire,2015-03-05,2015,False,Philadelphia Police Department, PA
22587,Police Officer Brennan Roger Rabain,"Prince George's County Police Department, MD","EOW: Saturday, March 7, 2015",Cause of Death: Automobile accident,Automobile accident,2015-03-07,2015,False,Prince George's County Police Department, MD
22588,Deputy U.S. Marshal Josie Lamar Wells,"United States Department of Justice - United States Marshals Service, US","EOW: Tuesday, March 10, 2015",Cause of Death: Gunfire,Gunfire,2015-03-10,2015,False,United States Department of Justice - United States Marshals Service, US
22589,Deputy Sheriff Johnny Edward Gatson,"Warren County Sheriff's Office, MS","EOW: Tuesday, March 10, 2015",Cause of Death: Automobile accident,Automobile accident,2015-03-10,2015,False,Warren County Sheriff's Office, MS
22590,Police Officer Burke Jevon Rhoads,"Nicholasville Police Department, KY","EOW: Wednesday, March 11, 2015",Cause of Death: Automobile accident,Automobile accident,2015-03-11,2015,False,Nicholasville Police Department, KY
22591,Patrolman George S. Nissen,"Stone Park Police Department, IL","EOW: Thursday, March 12, 2015",Cause of Death: Assault,Assault,2015-03-12,2015,False,Stone Park Police Department, IL
22592,"Trooper Donald R. Fredenburg, Jr.","New York State Police, NY","EOW: Friday, March 13, 2015",Cause of Death: Heart attack,Heart attack,2015-03-13,2015,False,New York State Police, NY
22593,Police Officer Darryl Deon Wallace,"Clayton County Police Department, GA","EOW: Sunday, March 15, 2015",Cause of Death: Automobile accident,Automobile accident,2015-03-15,2015,False,Clayton County Police Department, GA
22594,Lieutenant Richard Glenn Woods,"Pell City Police Department, AL","EOW: Tuesday, March 17, 2015",Cause of Death: Heart attack,Heart attack,2015-03-17,2015,False,Pell City Police Department, AL
22595,Patrolman Adrian Arellano,"El Paso Police Department, TX","EOW: Wednesday, March 18, 2015",Cause of Death: Motorcycle accident,Motorcycle accident,2015-03-18,2015,False,El Paso Police Department, TX
22596,Senior Police Officer Alex K. Yazzie,"Navajo Division of Public Safety, TR","EOW: Thursday, March 19, 2015",Cause of Death: Gunfire,Gunfire,2015-03-19,2015,False,Navajo Division of Public Safety, TR
22597,Police Officer Michael Jeremiah Johnson,"San Jose Police Department, CA","EOW: Tuesday, March 24, 2015",Cause of Death: Gunfire,Gunfire,2015-03-24,2015,False,San Jose Police Department, CA
22598,Trooper Trevor John Casper,"Wisconsin State Patrol, WI","EOW: Tuesday, March 24, 2015",Cause of Death: Gunfire,Gunfire,2015-03-24,2015,False,Wisconsin State Patrol, WI
22599,Police Officer David Lee Colley,"Montgomery Police Department, AL","EOW: Saturday, April 4, 2015",Cause of Death: Automobile accident,Automobile accident,2015-04-04,2015,False,Montgomery Police Department, AL
22600,Police Officer Jared J. Forsyth,"Ocala Police Department, FL","EOW: Monday, April 6, 2015",Cause of Death: Gunfire (Accidental),Gunfire (Accidental),2015-04-06,2015,False,Ocala Police Department, FL
22601,"Police Officer Juandre Devon Gilliam, Sr","Jeanerette Police Department, LA","EOW: Wednesday, April 8, 2015",Cause of Death: Vehicle pursuit,Vehicle pursuit,2015-04-08,2015,False,Jeanerette Police Department, LA
22602,Corporal Scott R. Thompson,"Manchester Township Police Department, NJ","EOW: Friday, April 10, 2015",Cause of Death: Heart attack,Heart attack,2015-04-10,2015,False,Manchester Township Police Department, NJ
22603,Deputy Sheriff Gil C. Datan,"Coos County Sheriff's Office, OR","EOW: Monday, April 20, 2015",Cause of Death: Accidental,Accidental,2015-04-20,2015,False,Coos County Sheriff's Office, OR
22604,Detective Brian Raymond Moore,"New York City Police Department, NY","EOW: Monday, May 4, 2015",Cause of Death: Gunfire,Gunfire,2015-05-04,2015,False,New York City Police Department, NY
22605,Sergeant Gregory King Moore,"Coeur d'Alene Police Department, ID","EOW: Tuesday, May 5, 2015",Cause of Death: Gunfire,Gunfire,2015-05-05,2015,False,Coeur d'Alene Police Department, ID
22606,Lieutenant Eric Alan Eslary,"Ligonier Township Police Department, PA","EOW: Tuesday, May 5, 2015",Cause of Death: Automobile accident,Automobile accident,2015-05-05,2015,False,Ligonier Township Police Department, PA
22607,Detective Paul John Koropal,"Allegheny County District Attorney's Office - Investigative Division, PA","EOW: Tuesday, May 5, 2015",Cause of Death: Heart attack,Heart attack,2015-05-05,2015,False,Allegheny County District Attorney's Office - Investigative Division, PA
22608,Detective Stuart F. Fishkin,"New York City Police Department, NY","EOW: Friday, May 8, 2015",Cause of Death: 9/11 related illness,9/11 related illness,2015-05-08,2015,False,New York City Police Department, NY
22609,Patrolman Liquori Terja Tate,"Hattiesburg Police Department, MS","EOW: Saturday, May 9, 2015",Cause of Death: Gunfire,Gunfire,2015-05-09,2015,False,Hattiesburg Police Department, MS
22610,Patrolman Benjamin Joseph Deen,"Hattiesburg Police Department, MS","EOW: Saturday, May 9, 2015",Cause of Death: Gunfire,Gunfire,2015-05-09,2015,False,Hattiesburg Police Department, MS
22611,Auxiliary Deputy Sonny Allan Smith,"Johnson County Sheriff's Office, AR","EOW: Friday, May 15, 2015",Cause of Death: Gunfire,Gunfire,2015-05-15,2015,False,Johnson County Sheriff's Office, AR
22612,Police Officer Richard K. Martin,"Houston Police Department, TX","EOW: Monday, May 18, 2015",Cause of Death: Vehicular assault,Vehicular assault,2015-05-18,2015,False,Houston Police Department, TX
22613,Detective Kerrie Sue Orozco,"Omaha Police Department, NE","EOW: Wednesday, May 20, 2015",Cause of Death: Gunfire,Gunfire,2015-05-20,2015,False,Omaha Police Department, NE
22614,Inspector Robert James Bowling,"North Carolina Division of Motor Vehicles License and Theft Bureau, NC","EOW: Thursday, May 21, 2015",Cause of Death: Automobile accident,Automobile accident,2015-05-21,2015,False,North Carolina Division of Motor Vehicles License and Theft Bureau, NC
22615,Deputy Sheriff Michael Alan Brandle,"Jefferson County Sheriff's Office, OH","EOW: Thursday, May 21, 2015",Cause of Death: Heart attack,Heart attack,2015-05-21,2015,False,Jefferson County Sheriff's Office, OH
22616,Trooper Taylor Joseph Thyfault,"Colorado State Patrol, CO","EOW: Saturday, May 23, 2015",Cause of Death: Vehicular assault,Vehicular assault,2015-05-23,2015,False,Colorado State Patrol, CO
22617,"Patrolman James Arthur Bennett, Jr.","Housing Authority of New Orleans Police Department, LA","EOW: Sunday, May 24, 2015",Cause of Death: Gunfire,Gunfire,2015-05-24,2015,False,Housing Authority of New Orleans Police Department, LA
22618,Sergeant Iris Janett Smith,"Mississippi Department of Corrections, MS","EOW: Monday, May 25, 2015",Cause of Death: Automobile accident,Automobile accident,2015-05-25,2015,False,Mississippi Department of Corrections, MS
22619,"Police Officer Gregg Anthony ""Nigel"" Benner","Rio Rancho Police Department, NM","EOW: Monday, May 25, 2015",Cause of Death: Gunfire,Gunfire,2015-05-25,2015,False,Rio Rancho Police Department, NM
22620,Trooper Anthony A. Raspa,"New Jersey State Police, NJ","EOW: Saturday, May 30, 2015",Cause of Death: Automobile accident,Automobile accident,2015-05-30,2015,False,New Jersey State Police, NJ
22621,"Deputy U.S. Marshal Zacarias Toro, Jr.","United States Department of Justice - United States Marshals Service, US","EOW: Sunday, June 14, 2015",Cause of Death: 9/11 related illness,9/11 related illness,2015-06-14,2015,False,United States Department of Justice - United States Marshals Service, US
22622,Sheriff Ladson Lamar O'Connor,"Montgomery County Sheriff's Office, GA","EOW: Tuesday, June 16, 2015",Cause of Death: Vehicle pursuit,Vehicle pursuit,2015-06-16,2015,False,Montgomery County Sheriff's Office, GA
22623,Police Officer Rick Lee Silva,"Chehalis Police Department, WA","EOW: Thursday, June 18, 2015",Cause of Death: Assault,Assault,2015-06-18,2015,False,Chehalis Police Department, WA
22624,Police Officer Sonny Lee Kim,"Cincinnati Police Department, OH","EOW: Friday, June 19, 2015",Cause of Death: Gunfire,Gunfire,2015-06-19,2015,False,Cincinnati Police Department, OH
22625,Police Officer Daryle S. Holloway,"New Orleans Police Department, LA","EOW: Saturday, June 20, 2015",Cause of Death: Gunfire,Gunfire,2015-06-20,2015,False,New Orleans Police Department, LA
22626,Trooper Eric Keith Chrisman,"Kentucky State Police, KY","EOW: Tuesday, June 23, 2015",Cause of Death: Automobile accident,Automobile accident,2015-06-23,2015,False,Kentucky State Police, KY
22627,Detective Sergeant Christopher Dan Kelley,"Hutto Police Department, TX","EOW: Wednesday, June 24, 2015",Cause of Death: Vehicular assault,Vehicular assault,2015-06-24,2015,False,Hutto Police Department, TX
22628,Sergeant Korby Lee Kennedy,"San Angelo Police Department, TX","EOW: Thursday, June 25, 2015",Cause of Death: Motorcycle accident,Motorcycle accident,2015-06-25,2015,False,San Angelo Police Department, TX
22629,Police Officer David Joseph Nelson,"Bakersfield Police Department, CA","EOW: Friday, June 26, 2015",Cause of Death: Vehicle pursuit,Vehicle pursuit,2015-06-26,2015,False,Bakersfield Police Department, CA
22630,Correctional Officer Gregory Dale Mitchell,"Georgia Department of Corrections, GA","EOW: Tuesday, July 7, 2015",Cause of Death: Accidental,Accidental,2015-07-07,2015,False,Georgia Department of Corrections, GA
22631,Patrolman John James Wilding,"Scranton Police Department, PA","EOW: Sunday, July 12, 2015",Cause of Death: Fall,Fall,2015-07-12,2015,False,Scranton Police Department, PA
22632,Sergeant James Bryan McCrystal,"Georgia Department of Corrections, GA","EOW: Tuesday, July 14, 2015",Cause of Death: Vehicular assault,Vehicular assault,2015-07-14,2015,False,Georgia Department of Corrections, GA
22633,Corrections Officer II Timothy A. Davison,"Texas Department of Criminal Justice, TX","EOW: Wednesday, July 15, 2015",Cause of Death: Assault,Assault,2015-07-15,2015,False,Texas Department of Criminal Justice, TX
22634,"Police Officer Vernell Brown, Jr.","New Orleans Police Department, LA","EOW: Friday, July 17, 2015",Cause of Death: Struck by vehicle,Struck by vehicle,2015-07-17,2015,False,New Orleans Police Department, LA
22635,Sergeant Scott Paul Lunger,"Hayward Police Department, CA","EOW: Wednesday, July 22, 2015",Cause of Death: Gunfire,Gunfire,2015-07-22,2015,False,Hayward Police Department, CA
22636,Police Officer II Sean Michael Bolton,"Memphis Police Department, TN","EOW: Saturday, August 1, 2015",Cause of Death: Gunfire,Gunfire,2015-08-01,2015,False,Memphis Police Department, TN
22637,Police Officer Thomas Joseph LaValley,"Shreveport Police Department, LA","EOW: Wednesday, August 5, 2015",Cause of Death: Gunfire,Gunfire,2015-08-05,2015,False,Shreveport Police Department, LA
22638,Detective Brent L. Hanger,"Washington State Patrol, WA","EOW: Thursday, August 6, 2015",Cause of Death: Heart attack,Heart attack,2015-08-06,2015,False,Washington State Patrol, WA
22639,"First Lieutenant Arthur Adolph Green, III","Michigan Department of Natural Resources, MI","EOW: Sunday, August 9, 2015",Cause of Death: Aircraft accident,Aircraft accident,2015-08-09,2015,False,Michigan Department of Natural Resources, MI
22640,Deputy Sheriff Craig Stephen Whisenand,"Tazewell County Sheriff's Office, IL","EOW: Tuesday, August 11, 2015",Cause of Death: Automobile accident,Automobile accident,2015-08-11,2015,False,Tazewell County Sheriff's Office, IL
22641,Deputy Sheriff Carlos Diamond Francies,"Contra Costa County Sheriff's Office, CA","EOW: Thursday, August 13, 2015",Cause of Death: Drowned,Drowned,2015-08-13,2015,False,Contra Costa County Sheriff's Office, CA
22642,Sergeant Joseph James Abdella,"Detroit Police Department, MI","EOW: Friday, August 14, 2015",Cause of Death: Heart attack,Heart attack,2015-08-14,2015,False,Detroit Police Department, MI
22643,Deputy Sheriff Carl G. Howell,"Carson City Sheriff's Office, NV","EOW: Saturday, August 15, 2015",Cause of Death: Gunfire,Gunfire,2015-08-15,2015,False,Carson City Sheriff's Office, NV
22644,Agent Elsa L. Rosa-Ortiz,"Puerto Rico Police Department, PR","EOW: Monday, August 17, 2015",Cause of Death: Automobile accident,Automobile accident,2015-08-17,2015,False,Puerto Rico Police Department, PR
22645,Detention Officer Tronoski Dontel Jones,"Harris County Sheriff's Office, TX","EOW: Thursday, August 20, 2015",Cause of Death: Heart attack,Heart attack,2015-08-20,2015,False,Harris County Sheriff's Office, TX
22646,Senior Trooper Steven J. Vincent,"Louisiana State Police, LA","EOW: Monday, August 24, 2015",Cause of Death: Gunfire,Gunfire,2015-08-24,2015,False,Louisiana State Police, LA
22647,Sergeant Peggy Marie Vassallo,"Bellefontaine Neighbors Police Department, MO","EOW: Monday, August 24, 2015",Cause of Death: Struck by vehicle,Struck by vehicle,2015-08-24,2015,False,Bellefontaine Neighbors Police Department, MO
22648,Police Officer Henry Andres Nelson,"Sunset Police Department, LA","EOW: Wednesday, August 26, 2015",Cause of Death: Gunfire,Gunfire,2015-08-26,2015,False,Sunset Police Department, LA
22649,Trooper Chad H. Wolf,"Michigan State Police, MI","EOW: Friday, August 28, 2015",Cause of Death: Motorcycle accident,Motorcycle accident,2015-08-28,2015,False,Michigan State Police, MI
22650,Trooper James Matthew Bava,"Missouri State Highway Patrol, MO","EOW: Friday, August 28, 2015",Cause of Death: Vehicle pursuit,Vehicle pursuit,2015-08-28,2015,False,Missouri State Highway Patrol, MO
22651,Deputy Sheriff Darren H. Goforth,"Harris County Sheriff's Office, TX","EOW: Friday, August 28, 2015",Cause of Death: Gunfire,Gunfire,2015-08-28,2015,False,Harris County Sheriff's Office, TX
22652,Sergeant Miguel Jose Perez-Rios,"Puerto Rico Police Department, PR","EOW: Monday, September 7, 2015",Cause of Death: Gunfire,Gunfire,2015-09-07,2015,False,Puerto Rico Police Department, PR
22653,Lieutenant Roy D. McLaughlin,"Yonkers Police Department, NY","EOW: Thursday, September 10, 2015",Cause of Death: 9/11 related illness,9/11 related illness,2015-09-10,2015,False,Yonkers Police Department, NY
22654,Deputy Chief John P. McKee,"City University of New York Department of Public Safety, NY","EOW: Saturday, September 12, 2015",Cause of Death: 9/11 related illness,9/11 related illness,2015-09-12,2015,False,City University of New York Department of Public Safety, NY
22655,Trooper Joseph Cameron Ponder,"Kentucky State Police, KY","EOW: Sunday, September 13, 2015",Cause of Death: Gunfire,Gunfire,2015-09-13,2015,False,Kentucky State Police, KY
22656,Deputy Sheriff Steven Brett Hawkins,"Harrison County Sheriff's Office, MO","EOW: Sunday, September 13, 2015",Cause of Death: Heart attack,Heart attack,2015-09-13,2015,False,Harrison County Sheriff's Office, MO
22657,Deputy Sheriff Dwight Darwin Maness,"McHenry County Sheriff's Office, IL","EOW: Monday, September 14, 2015",Cause of Death: Gunfire,Gunfire,2015-09-14,2015,False,McHenry County Sheriff's Office, IL
22658,Deputy Sheriff Richard Allen Hall,"Chatham County Sheriff's Office, GA","EOW: Wednesday, September 16, 2015",Cause of Death: Automobile accident,Automobile accident,2015-09-16,2015,False,Chatham County Sheriff's Office, GA
22659,Sergeant Eric O. Meier,"Crawford Police Department, NY","EOW: Thursday, September 17, 2015",Cause of Death: Heart attack,Heart attack,2015-09-17,2015,False,Crawford Police Department, NY
22660,Trooper Kyle David Young,"Vermont State Police, VT","EOW: Thursday, September 17, 2015",Cause of Death: Duty related illness,Duty related illness,2015-09-17,2015,False,Vermont State Police, VT
22661,Master Patrol Officer Kevin Jermaine Toatley,"DeKalb County Police Department, GA","EOW: Saturday, September 19, 2015",Cause of Death: Automobile accident,Automobile accident,2015-09-19,2015,False,DeKalb County Police Department, GA
22662,Trooper II Nathan-Michael William Smith,"Virginia State Police, VA","EOW: Monday, September 21, 2015",Cause of Death: Automobile accident,Automobile accident,2015-09-21,2015,False,Virginia State Police, VA
22663,Deputy Sheriff William J. Myers,"Okaloosa County Sheriff's Office, FL","EOW: Tuesday, September 22, 2015",Cause of Death: Gunfire,Gunfire,2015-09-22,2015,False,Okaloosa County Sheriff's Office, FL
22664,Deputy Sheriff Rosemary Vela,"Madison County Sheriff's Office, TN","EOW: Monday, September 28, 2015",Cause of Death: Automobile accident,Automobile accident,2015-09-28,2015,False,Madison County Sheriff's Office, TN
22665,Police Officer Gregory Thomas Alia,"Forest Acres Police Department, SC","EOW: Wednesday, September 30, 2015",Cause of Death: Gunfire,Gunfire,2015-09-30,2015,False,Forest Acres Police Department, SC
22666,Patrol Officer Anthony E. Lossiah,"Cherokee Indian Police Department, TR","EOW: Tuesday, October 6, 2015",Cause of Death: Duty related illness,Duty related illness,2015-10-06,2015,False,Cherokee Indian Police Department, TR
22667,Investigator Steven Martin Sandberg,"Aitkin County Sheriff's Office, MN","EOW: Sunday, October 18, 2015",Cause of Death: Gunfire,Gunfire,2015-10-18,2015,False,Aitkin County Sheriff's Office, MN
22668,Detective Randolph A. Holder,"New York City Police Department, NY","EOW: Tuesday, October 20, 2015",Cause of Death: Gunfire,Gunfire,2015-10-20,2015,False,New York City Police Department, NY
22669,"Park Ranger James Marvin Wallen, Jr.","Hamilton County Parks and Recreation Department, TN","EOW: Sunday, October 25, 2015",Cause of Death: Automobile accident,Automobile accident,2015-10-25,2015,False,Hamilton County Parks and Recreation Department, TN
22670,Deputy Constable Jeffrey Emmons Radford,"Bell County Constable's Office - Precinct 3, TX","EOW: Wednesday, October 28, 2015",Cause of Death: Automobile accident,Automobile accident,2015-10-28,2015,False,Bell County Constable's Office - Precinct 3, TX
22671,Police Officer Daniel Scott Webster,"Albuquerque Police Department, NM","EOW: Thursday, October 29, 2015",Cause of Death: Gunfire,Gunfire,2015-10-29,2015,False,Albuquerque Police Department, NM
22672,Sergeant William Karl Keesee,"Texas Department of Public Safety - Texas Highway Patrol, TX","EOW: Thursday, October 29, 2015",Cause of Death: Automobile accident,Automobile accident,2015-10-29,2015,False,Texas Department of Public Safety - Texas Highway Patrol, TX
22673,Police Officer Bryce Edward Hanes,"San Bernardino Police Department, CA","EOW: Thursday, November 5, 2015",Cause of Death: Vehicular assault,Vehicular assault,2015-11-05,2015,False,San Bernardino Police Department, CA
22674,Senior Patrol Officer Daniel Neil Ellis,"Richmond Police Department, KY","EOW: Friday, November 6, 2015",Cause of Death: Gunfire,Gunfire,2015-11-06,2015,False,Richmond Police Department, KY
22675,"Police Officer Nathan John Van Oort, Sr.","Ohio University Police Department, OH","EOW: Saturday, November 7, 2015",Cause of Death: Weather/Natural disaster,Weather/Natural disaster,2015-11-07,2015,False,Ohio University Police Department, OH
22676,Police Officer Stacy Lynn Case,"Columbia Police Department, SC","EOW: Saturday, November 7, 2015",Cause of Death: Automobile accident,Automobile accident,2015-11-07,2015,False,Columbia Police Department, SC
22677,Chief of Police Darrell Lamond Allen,"Marlin Police Department, TX","EOW: Tuesday, November 10, 2015",Cause of Death: Gunfire,Gunfire,2015-11-10,2015,False,Marlin Police Department, TX
22678,Trooper Jaimie Lynn Jursevics,"Colorado State Patrol, CO","EOW: Sunday, November 15, 2015",Cause of Death: Vehicular assault,Vehicular assault,2015-11-15,2015,False,Colorado State Patrol, CO
22679,Police Officer Ricardo Galvez,"Downey Police Department, CA","EOW: Wednesday, November 18, 2015",Cause of Death: Gunfire,Gunfire,2015-11-18,2015,False,Downey Police Department, CA
22680,Corporal William Matthew Solomon,"Georgia Ports Authority Police Department, GA","EOW: Thursday, November 19, 2015",Cause of Death: Vehicular assault,Vehicular assault,2015-11-19,2015,False,Georgia Ports Authority Police Department, GA
22681,Special Investigator Diane DiGiacomo,"American Society for the Prevention of Cruelty to Animals Humane Law Enforcement, NY","EOW: Friday, November 20, 2015",Cause of Death: 9/11 related illness,9/11 related illness,2015-11-20,2015,False,American Society for the Prevention of Cruelty to Animals Humane Law Enforcement, NY
22682,K9 Officer Ryan Patrick Copeland,"McFarland Police Department, WI","EOW: Monday, November 23, 2015",Cause of Death: Automobile accident,Automobile accident,2015-11-23,2015,False,McFarland Police Department, WI
22683,Police Officer I Garrett Preston Russell Swasey,"University of Colorado at Colorado Springs Police Department, CO","EOW: Friday, November 27, 2015",Cause of Death: Gunfire,Gunfire,2015-11-27,2015,False,University of Colorado at Colorado Springs Police Department, CO
22684,"Police Officer Lloyd E. Reed, Jr.","St. Clair Township Police Department, PA","EOW: Saturday, November 28, 2015",Cause of Death: Gunfire,Gunfire,2015-11-28,2015,False,St. Clair Township Police Department, PA
22685,Police Officer III Noah Aaron Leotta,"Montgomery County Police Department, MD","EOW: Thursday, December 10, 2015",Cause of Death: Vehicular assault,Vehicular assault,2015-12-10,2015,False,Montgomery County Police Department, MD
22686,Trooper Eli M. McCarson,"New Jersey State Police, NJ","EOW: Thursday, December 17, 2015",Cause of Death: Automobile accident,Automobile accident,2015-12-17,2015,False,New Jersey State Police, NJ
22687,Special Agent Adrianna Maria Vorderbruggen,"United States Air Force Office of Special Investigations, US","EOW: Monday, December 21, 2015",Cause of Death: Bomb,Bomb,2015-12-21,2015,False,United States Air Force Office of Special Investigations, US
22688,Special Agent Michael Anthony Cinco,"United States Air Force Office of Special Investigations, US","EOW: Monday, December 21, 2015",Cause of Death: Bomb,Bomb,2015-12-21,2015,False,United States Air Force Office of Special Investigations, US
22689,Special Agent Peter Wagner Taub,"United States Air Force Office of Special Investigations, US","EOW: Monday, December 21, 2015",Cause of Death: Bomb,Bomb,2015-12-21,2015,False,United States Air Force Office of Special Investigations, US
22690,"Special Agent Chester J. McBride, III","United States Air Force Office of Special Investigations, US","EOW: Monday, December 21, 2015",Cause of Death: Bomb,Bomb,2015-12-21,2015,False,United States Air Force Office of Special Investigations, US
22691,Special Agent Joseph G. Lemm,"United States Air Force Office of Special Investigations, US","EOW: Monday, December 21, 2015",Cause of Death: Bomb,Bomb,2015-12-21,2015,False,United States Air Force Office of Special Investigations, US
22692,Special Agent Louis Michael Bonacasa,"United States Air Force Office of Special Investigations, US","EOW: Monday, December 21, 2015",Cause of Death: Bomb,Bomb,2015-12-21,2015,False,United States Air Force Office of Special Investigations, US
22693,Commander Frank Román-Rodríguez,"Puerto Rico Police Department, PR","EOW: Monday, December 28, 2015",Cause of Death: Gunfire,Gunfire,2015-12-28,2015,False,Puerto Rico Police Department, PR
22694,Lieutenant Luz M. Soto-Segarra,"Puerto Rico Police Department, PR","EOW: Monday, December 28, 2015",Cause of Death: Gunfire,Gunfire,2015-12-28,2015,False,Puerto Rico Police Department, PR
22695,Agent Rosario Hernández de Hoyos,"Puerto Rico Police Department, PR","EOW: Monday, December 28, 2015",Cause of Death: Gunfire,Gunfire,2015-12-28,2015,False,Puerto Rico Police Department, PR
22696,Police Officer Juan Feliciano,"New York City Police Department, NY","EOW: Tuesday, December 29, 2015",Cause of Death: Heart attack,Heart attack,2015-12-29,2015,False,New York City Police Department, NY
22697,K9 Blue,"Georgetown County Sheriff's Office, SC","EOW: Saturday, January 10, 2015",Cause of Death: Fire,Fire,2015-01-10,2015,True,Georgetown County Sheriff's Office, SC
22698,K9 Sultan,"Riverside County Sheriff's Department, CA","EOW: Wednesday, January 21, 2015",Cause of Death: Gunfire,Gunfire,2015-01-21,2015,True,Riverside County Sheriff's Department, CA
22699,K9 Pepper,"Wise County Sheriff's Office, TX","EOW: Wednesday, January 28, 2015",Cause of Death: Gunfire,Gunfire,2015-01-28,2015,True,Wise County Sheriff's Office, TX
22700,K9 Mako,"Cleveland County Sheriff's Office, NC","EOW: Thursday, February 19, 2015",Cause of Death: Animal related,Animal related,2015-02-19,2015,True,Cleveland County Sheriff's Office, NC
22701,K9 Fritzie,"Bath Police Department, WV","EOW: Thursday, March 12, 2015",Cause of Death: Drowned,Drowned,2015-03-12,2015,True,Bath Police Department, WV
22702,K9 Barney,"Tacoma Police Department, WA","EOW: Wednesday, March 25, 2015",Cause of Death: Poisoned,Poisoned,2015-03-25,2015,True,Tacoma Police Department, WA
22703,K9 Harry,"Audubon County Sheriff's Office, IA","EOW: Saturday, March 28, 2015",Cause of Death: Automobile accident,Automobile accident,2015-03-28,2015,True,Audubon County Sheriff's Office, IA
22704,K9 Bella,"Maryland Division of Correction, MD","EOW: Wednesday, April 15, 2015",Cause of Death: Fire,Fire,2015-04-15,2015,True,Maryland Division of Correction, MD
22705,K9 Jimmy,"King County Sheriff's Office, WA","EOW: Saturday, April 18, 2015",Cause of Death: Struck by vehicle,Struck by vehicle,2015-04-18,2015,True,King County Sheriff's Office, WA
22706,K9 Igor,"Kissimmee Police Department, FL","EOW: Tuesday, April 21, 2015",Cause of Death: Heat exhaustion,Heat exhaustion,2015-04-21,2015,True,Kissimmee Police Department, FL
22707,K9 Jimmy,"Hialeah Police Department, FL","EOW: Wednesday, May 27, 2015",Cause of Death: Heat exhaustion,Heat exhaustion,2015-05-27,2015,True,Hialeah Police Department, FL
22708,K9 Hector,"Hialeah Police Department, FL","EOW: Wednesday, May 27, 2015",Cause of Death: Heat exhaustion,Heat exhaustion,2015-05-27,2015,True,Hialeah Police Department, FL
22709,K9 Chewbacca,"Hancock County Sheriff's Office, MS","EOW: Monday, June 15, 2015",Cause of Death: Animal related,Animal related,2015-06-15,2015,True,Hancock County Sheriff's Office, MS
22710,K9 Nitro,"Stockton Police Department, CA","EOW: Tuesday, June 30, 2015",Cause of Death: Heat exhaustion,Heat exhaustion,2015-06-30,2015,True,Stockton Police Department, CA
22711,K9 Baston,"Savannah State University Police Department, GA","EOW: Friday, July 10, 2015",Cause of Death: Heat exhaustion,Heat exhaustion,2015-07-10,2015,True,Savannah State University Police Department, GA
22712,K9 Titus,"Little Rock Police Department, AR","EOW: Wednesday, July 15, 2015",Cause of Death: Heat exhaustion,Heat exhaustion,2015-07-15,2015,True,Little Rock Police Department, AR
22713,K9 Zane,"Conyers Police Department, GA","EOW: Thursday, July 16, 2015",Cause of Death: Heat exhaustion,Heat exhaustion,2015-07-16,2015,True,Conyers Police Department, GA
